supplier_id,record_date,severity_level,category_of_violation,root_cause_category,corrective_actions_suggested,affected_product,process_involved,tone_of_letter,length_of_letter,deadline_for_resolution,resolution_status,follow_up_actions
S454,2024-10-31,Minor,Regulatory,Process Failure,0,Product A,Manufacturing,Formal,900,17,Pending,0
S454,2024-09-08,Minor,Quality,Equipment Malfunction,0,Product C,Manufacturing,Warning,716,27,Pending,1
S454,2023-01-29,Moderate,Documentation,Equipment Malfunction,0,Product A,Shipping,Formal,351,12,Pending,0
S454,2023-11-04,Critical,Documentation,Equipment Malfunction,1,Product D,Manufacturing,Urgent,568,17,Resolved,0
S454,2023-12-16,Critical,Regulatory,Human Error,1,Product A,Shipping,Warning,269,10,Resolved,0
S454,2023-03-18,Critical,Quality,Equipment Malfunction,0,Product D,Shipping,Urgent,960,28,Resolved,1
S454,2023-05-28,Minor,Quality,Equipment Malfunction,0,Product C,Manufacturing,Warning,519,2,Pending,1
S454,2024-06-17,Moderate,Safety,Equipment Malfunction,1,Product A,Shipping,Formal,862,24,Pending,1
S454,2023-09-18,Minor,Documentation,Process Failure,1,Product B,Manufacturing,Formal,354,5,Pending,1
S454,2024-02-27,Critical,Safety,Process Failure,0,Product D,Shipping,Warning,705,18,Pending,1
S454,2024-09-13,Minor,Regulatory,Equipment Malfunction,1,Product A,Testing,Urgent,422,28,Unresolved,1
S454,2023-04-08,Critical,Quality,Human Error,0,Product C,Packaging,Urgent,619,11,Pending,1
S454,2023-05-17,Moderate,Safety,Process Failure,0,Product D,Testing,Warning,545,7,Unresolved,1
S454,2023-11-23,Moderate,Regulatory,Human Error,1,Product A,Shipping,Formal,350,12,Pending,1
S454,2024-07-17,Critical,Quality,Human Error,1,Product A,Manufacturing,Formal,395,10,Unresolved,0
S454,2024-12-05,Minor,Quality,Human Error,1,Product C,Shipping,Warning,607,26,Pending,0
S454,2023-04-20,Moderate,Regulatory,Process Failure,1,Product D,Testing,Urgent,309,6,Pending,1
S454,2023-12-01,Critical,Quality,Human Error,1,Product A,Packaging,Formal,868,19,Resolved,0
S454,2023-03-09,Minor,Regulatory,Equipment Malfunction,0,Product A,Testing,Warning,565,10,Resolved,1
S454,2024-12-06,Critical,Safety,Process Failure,1,Product A,Manufacturing,Formal,908,26,Resolved,1
S455,2024-01-30,Minor,Documentation,Equipment Malfunction,0,Product C,Testing,Formal,377,17,Pending,0
S455,2023-08-23,Minor,Documentation,Process Failure,0,Product C,Shipping,Warning,882,14,Resolved,0
S455,2023-09-14,Critical,Safety,Human Error,1,Product A,Manufacturing,Warning,553,5,Pending,1
S455,2023-04-10,Minor,Documentation,Equipment Malfunction,0,Product C,Shipping,Formal,173,6,Unresolved,0
S455,2024-12-16,Moderate,Safety,Human Error,1,Product C,Packaging,Urgent,493,3,Pending,1
S455,2024-04-01,Critical,Regulatory,Human Error,1,Product D,Testing,Urgent,681,22,Resolved,1
S455,2024-08-09,Minor,Quality,Process Failure,1,Product C,Shipping,Urgent,183,25,Unresolved,1
S455,2023-02-13,Minor,Quality,Process Failure,1,Product D,Manufacturing,Urgent,269,21,Resolved,1
S455,2023-01-16,Minor,Quality,Process Failure,0,Product B,Packaging,Formal,575,25,Pending,0
S455,2023-05-21,Moderate,Documentation,Process Failure,1,Product A,Manufacturing,Formal,814,2,Pending,0
S455,2024-12-24,Moderate,Regulatory,Process Failure,1,Product A,Manufacturing,Urgent,810,18,Pending,1
S455,2024-07-14,Minor,Documentation,Equipment Malfunction,1,Product D,Shipping,Formal,777,14,Unresolved,0
S455,2023-07-04,Moderate,Regulatory,Equipment Malfunction,1,Product D,Packaging,Formal,630,20,Unresolved,0
S455,2023-12-02,Critical,Quality,Process Failure,1,Product D,Shipping,Urgent,379,6,Pending,0
S455,2024-11-08,Minor,Regulatory,Process Failure,1,Product C,Testing,Warning,856,2,Resolved,1
S455,2023-04-01,Moderate,Safety,Process Failure,0,Product C,Manufacturing,Warning,303,7,Resolved,0
S455,2023-04-29,Minor,Safety,Process Failure,0,Product C,Testing,Warning,159,19,Unresolved,1
S455,2024-06-18,Minor,Safety,Human Error,0,Product B,Manufacturing,Formal,901,28,Unresolved,0
S455,2024-03-23,Critical,Regulatory,Human Error,1,Product D,Packaging,Warning,285,4,Resolved,1
S455,2024-03-15,Minor,Regulatory,Human Error,1,Product B,Packaging,Warning,777,16,Unresolved,0
S455,2023-06-28,Critical,Regulatory,Human Error,0,Product C,Testing,Warning,872,25,Resolved,0
S455,2023-10-14,Moderate,Quality,Process Failure,0,Product B,Shipping,Warning,389,5,Pending,0
S455,2024-11-15,Critical,Regulatory,Process Failure,1,Product C,Testing,Urgent,142,12,Pending,1
S455,2024-06-02,Minor,Regulatory,Process Failure,1,Product B,Shipping,Urgent,353,9,Pending,0
S455,2023-09-21,Moderate,Documentation,Process Failure,1,Product A,Manufacturing,Formal,124,14,Unresolved,0
S455,2024-10-05,Moderate,Quality,Process Failure,0,Product B,Manufacturing,Urgent,260,18,Pending,1
S455,2023-01-08,Critical,Quality,Equipment Malfunction,1,Product A,Packaging,Warning,475,11,Unresolved,1
S455,2024-01-01,Moderate,Regulatory,Equipment Malfunction,1,Product C,Manufacturing,Warning,855,16,Resolved,1
S455,2023-04-20,Moderate,Safety,Process Failure,1,Product D,Shipping,Urgent,834,29,Resolved,1
S455,2024-07-14,Critical,Quality,Human Error,0,Product B,Manufacturing,Warning,698,7,Pending,0
S455,2024-07-24,Moderate,Quality,Human Error,1,Product B,Packaging,Formal,571,6,Unresolved,0
S455,2024-10-19,Moderate,Regulatory,Human Error,0,Product D,Manufacturing,Warning,776,15,Resolved,0
S455,2024-06-09,Moderate,Documentation,Equipment Malfunction,0,Product B,Shipping,Formal,118,19,Unresolved,0
S455,2023-05-14,Minor,Quality,Human Error,0,Product B,Shipping,Formal,790,14,Resolved,0
S455,2024-06-05,Moderate,Documentation,Process Failure,1,Product D,Shipping,Formal,446,1,Resolved,0
S455,2024-04-10,Critical,Documentation,Equipment Malfunction,0,Product D,Packaging,Formal,578,18,Pending,1
S455,2024-03-09,Critical,Regulatory,Human Error,1,Product B,Testing,Warning,260,21,Unresolved,1
S455,2024-08-05,Minor,Regulatory,Process Failure,0,Product C,Packaging,Urgent,362,9,Resolved,1
S455,2024-05-05,Moderate,Documentation,Human Error,1,Product C,Manufacturing,Formal,357,26,Resolved,0
S455,2024-07-13,Moderate,Quality,Equipment Malfunction,0,Product D,Shipping,Warning,758,2,Pending,0
S456,2023-11-22,Minor,Documentation,Human Error,0,Product B,Shipping,Urgent,995,20,Pending,1
S456,2023-08-02,Moderate,Regulatory,Equipment Malfunction,0,Product C,Manufacturing,Urgent,482,4,Resolved,0
S456,2024-06-21,Moderate,Quality,Equipment Malfunction,1,Product C,Packaging,Formal,121,3,Unresolved,1
S456,2024-05-28,Moderate,Regulatory,Human Error,1,Product B,Testing,Formal,121,5,Unresolved,1
S456,2024-03-03,Moderate,Safety,Equipment Malfunction,1,Product C,Testing,Warning,564,25,Resolved,1
S456,2024-08-05,Minor,Regulatory,Equipment Malfunction,1,Product D,Shipping,Urgent,482,19,Pending,1
S456,2024-02-07,Critical,Documentation,Equipment Malfunction,0,Product A,Manufacturing,Warning,928,11,Pending,0
S456,2023-07-21,Moderate,Documentation,Human Error,1,Product C,Shipping,Warning,126,28,Unresolved,1
S456,2023-10-20,Critical,Documentation,Human Error,1,Product B,Manufacturing,Formal,267,9,Pending,0
S456,2024-05-20,Moderate,Documentation,Process Failure,0,Product C,Manufacturing,Warning,533,4,Unresolved,0
S456,2024-09-23,Moderate,Safety,Human Error,1,Product A,Testing,Warning,827,13,Resolved,0
S456,2024-04-27,Minor,Quality,Equipment Malfunction,1,Product C,Testing,Urgent,413,25,Pending,1
S456,2023-03-29,Critical,Safety,Equipment Malfunction,1,Product C,Packaging,Warning,487,4,Unresolved,1
S456,2024-05-18,Critical,Safety,Equipment Malfunction,1,Product B,Manufacturing,Urgent,505,22,Unresolved,1
S456,2024-12-17,Minor,Documentation,Human Error,0,Product D,Testing,Urgent,796,14,Unresolved,1
S456,2024-09-04,Moderate,Documentation,Human Error,1,Product C,Shipping,Warning,928,13,Unresolved,1
S456,2023-10-02,Critical,Regulatory,Equipment Malfunction,1,Product B,Packaging,Warning,956,5,Unresolved,1
S456,2024-02-09,Minor,Safety,Equipment Malfunction,1,Product B,Manufacturing,Formal,363,2,Resolved,1
S456,2023-05-23,Minor,Regulatory,Equipment Malfunction,0,Product D,Shipping,Urgent,209,14,Unresolved,0
S456,2023-11-16,Minor,Quality,Equipment Malfunction,0,Product A,Manufacturing,Warning,385,16,Pending,1
S456,2023-04-01,Critical,Documentation,Human Error,0,Product D,Shipping,Formal,546,25,Resolved,0
S456,2024-05-21,Moderate,Quality,Human Error,1,Product C,Manufacturing,Warning,155,18,Unresolved,0
S456,2023-03-04,Minor,Documentation,Process Failure,0,Product C,Testing,Formal,595,6,Resolved,1
S456,2024-03-28,Moderate,Documentation,Human Error,0,Product B,Manufacturing,Urgent,897,28,Unresolved,0
S456,2023-08-11,Moderate,Regulatory,Human Error,1,Product B,Shipping,Warning,375,4,Resolved,1
S456,2023-08-23,Moderate,Regulatory,Equipment Malfunction,0,Product C,Manufacturing,Urgent,598,15,Resolved,0
S456,2024-12-02,Critical,Safety,Process Failure,0,Product B,Shipping,Urgent,443,1,Unresolved,1
S456,2023-12-09,Moderate,Safety,Equipment Malfunction,0,Product A,Shipping,Warning,674,8,Pending,0
S456,2024-05-27,Critical,Documentation,Human Error,1,Product C,Shipping,Formal,464,11,Unresolved,1
S456,2024-03-05,Minor,Quality,Human Error,1,Product C,Manufacturing,Formal,539,16,Unresolved,1
S456,2023-09-07,Moderate,Safety,Human Error,0,Product C,Shipping,Warning,351,16,Resolved,1
S456,2023-04-11,Moderate,Documentation,Process Failure,1,Product A,Shipping,Warning,852,23,Resolved,1
S456,2024-07-23,Minor,Documentation,Human Error,1,Product A,Manufacturing,Urgent,432,10,Pending,0
S456,2023-11-16,Minor,Safety,Human Error,0,Product D,Shipping,Urgent,565,4,Unresolved,1
S456,2023-12-01,Moderate,Documentation,Process Failure,1,Product B,Shipping,Formal,335,10,Pending,0
S456,2024-06-06,Minor,Quality,Human Error,1,Product D,Packaging,Urgent,934,7,Resolved,1
S456,2024-10-04,Critical,Safety,Equipment Malfunction,0,Product B,Manufacturing,Urgent,209,19,Pending,1
S457,2024-07-02,Moderate,Quality,Equipment Malfunction,1,Product C,Manufacturing,Formal,510,3,Pending,0
S457,2024-05-26,Critical,Regulatory,Process Failure,1,Product D,Manufacturing,Formal,771,11,Pending,1
S457,2024-05-02,Critical,Safety,Process Failure,0,Product C,Packaging,Urgent,284,2,Unresolved,1
S457,2023-02-19,Critical,Documentation,Human Error,1,Product C,Shipping,Warning,788,14,Resolved,0
S457,2023-04-19,Moderate,Quality,Process Failure,0,Product C,Shipping,Urgent,231,21,Resolved,1
S457,2023-06-29,Minor,Safety,Equipment Malfunction,1,Product B,Shipping,Urgent,652,5,Resolved,0
S457,2024-05-29,Moderate,Quality,Equipment Malfunction,1,Product D,Packaging,Formal,965,5,Pending,1
S457,2024-09-24,Critical,Documentation,Human Error,0,Product D,Packaging,Formal,925,18,Unresolved,1
S457,2024-03-28,Minor,Documentation,Equipment Malfunction,0,Product D,Packaging,Formal,679,26,Unresolved,1
S457,2023-05-28,Moderate,Regulatory,Process Failure,1,Product A,Packaging,Formal,557,24,Pending,1
S457,2024-01-22,Critical,Safety,Equipment Malfunction,0,Product B,Manufacturing,Formal,382,18,Pending,1
S457,2024-05-09,Moderate,Quality,Equipment Malfunction,0,Product C,Shipping,Formal,765,27,Resolved,0
S457,2024-01-11,Minor,Quality,Process Failure,1,Product C,Testing,Urgent,510,23,Resolved,0
S457,2024-06-15,Moderate,Safety,Process Failure,0,Product B,Manufacturing,Formal,549,7,Pending,0
S457,2024-03-04,Moderate,Quality,Equipment Malfunction,0,Product C,Packaging,Warning,930,8,Unresolved,1
S457,2023-03-19,Moderate,Regulatory,Equipment Malfunction,0,Product B,Testing,Urgent,197,23,Resolved,1
S457,2024-03-19,Critical,Regulatory,Human Error,1,Product C,Manufacturing,Urgent,906,12,Unresolved,0
S457,2023-05-31,Minor,Regulatory,Process Failure,1,Product B,Manufacturing,Urgent,830,7,Resolved,0
S457,2023-06-17,Moderate,Regulatory,Equipment Malfunction,0,Product C,Packaging,Formal,690,21,Unresolved,1
S457,2023-04-25,Critical,Safety,Process Failure,1,Product C,Packaging,Formal,933,18,Unresolved,0
S457,2024-03-04,Minor,Quality,Human Error,0,Product A,Manufacturing,Formal,609,28,Resolved,0
S457,2023-06-06,Critical,Documentation,Human Error,1,Product D,Shipping,Warning,792,26,Pending,0
S457,2023-12-17,Minor,Regulatory,Human Error,0,Product C,Packaging,Warning,515,18,Resolved,0
S457,2024-03-18,Moderate,Safety,Process Failure,1,Product D,Packaging,Formal,874,3,Unresolved,1
S457,2023-02-27,Moderate,Quality,Human Error,1,Product B,Shipping,Warning,290,27,Pending,1
S457,2023-09-07,Critical,Regulatory,Human Error,0,Product C,Packaging,Warning,772,23,Unresolved,0
S457,2024-06-26,Minor,Regulatory,Process Failure,1,Product D,Manufacturing,Warning,625,14,Resolved,0
S457,2023-09-03,Critical,Quality,Human Error,0,Product C,Testing,Urgent,971,22,Resolved,0
S457,2023-04-07,Critical,Quality,Human Error,0,Product B,Shipping,Formal,189,19,Unresolved,0
S457,2023-07-14,Minor,Quality,Human Error,0,Product D,Shipping,Formal,791,23,Resolved,1
S457,2023-03-30,Minor,Documentation,Equipment Malfunction,1,Product B,Shipping,Warning,400,8,Resolved,1
S457,2023-10-29,Minor,Regulatory,Equipment Malfunction,1,Product A,Shipping,Urgent,674,12,Resolved,1
S457,2024-04-24,Moderate,Safety,Equipment Malfunction,0,Product B,Packaging,Formal,315,28,Pending,0
S457,2024-02-05,Moderate,Regulatory,Equipment Malfunction,1,Product D,Packaging,Warning,509,26,Unresolved,1
S458,2023-07-25,Moderate,Safety,Process Failure,1,Product B,Manufacturing,Formal,601,2,Resolved,1
S458,2024-11-25,Minor,Safety,Equipment Malfunction,0,Product D,Manufacturing,Formal,627,9,Unresolved,1
S458,2023-12-03,Moderate,Quality,Human Error,0,Product C,Testing,Formal,319,23,Unresolved,0
S458,2024-02-19,Minor,Documentation,Human Error,1,Product B,Testing,Urgent,728,10,Unresolved,0
S458,2024-05-13,Moderate,Safety,Human Error,1,Product D,Packaging,Warning,424,23,Resolved,1
S458,2024-10-02,Minor,Quality,Human Error,1,Product C,Shipping,Formal,527,9,Resolved,1
S458,2023-10-15,Critical,Safety,Process Failure,1,Product C,Manufacturing,Warning,867,5,Unresolved,0
S458,2024-07-26,Moderate,Documentation,Process Failure,1,Product B,Packaging,Urgent,871,1,Pending,1
S458,2023-02-04,Critical,Regulatory,Human Error,1,Product D,Manufacturing,Formal,108,16,Unresolved,0
S458,2023-09-22,Minor,Safety,Equipment Malfunction,0,Product A,Shipping,Formal,931,9,Unresolved,1
S458,2023-11-22,Moderate,Regulatory,Equipment Malfunction,0,Product D,Manufacturing,Urgent,176,3,Unresolved,1
S458,2024-12-13,Moderate,Safety,Process Failure,1,Product A,Manufacturing,Formal,171,28,Resolved,0
S458,2023-10-25,Minor,Safety,Process Failure,1,Product C,Testing,Formal,656,22,Pending,0
S458,2024-05-21,Minor,Quality,Process Failure,0,Product A,Shipping,Formal,915,9,Pending,0
S458,2024-06-02,Moderate,Safety,Human Error,0,Product D,Packaging,Urgent,680,18,Resolved,1
S458,2023-07-01,Minor,Quality,Process Failure,0,Product D,Manufacturing,Formal,775,1,Unresolved,1
S458,2024-04-08,Moderate,Documentation,Equipment Malfunction,1,Product A,Manufacturing,Warning,730,17,Resolved,1
S458,2024-06-19,Minor,Regulatory,Equipment Malfunction,1,Product B,Testing,Formal,848,19,Unresolved,1
S458,2024-06-09,Critical,Regulatory,Human Error,1,Product D,Packaging,Warning,954,27,Resolved,1
S458,2023-07-26,Moderate,Quality,Process Failure,0,Product C,Packaging,Warning,380,21,Unresolved,0
S458,2023-05-27,Minor,Safety,Equipment Malfunction,0,Product B,Packaging,Warning,484,14,Unresolved,1
S458,2023-11-25,Critical,Safety,Human Error,1,Product C,Shipping,Formal,842,3,Resolved,0
S458,2023-06-02,Moderate,Regulatory,Equipment Malfunction,0,Product B,Manufacturing,Urgent,530,2,Resolved,0
S458,2024-11-29,Minor,Documentation,Equipment Malfunction,1,Product C,Testing,Urgent,226,29,Resolved,1
S458,2023-09-22,Moderate,Regulatory,Process Failure,1,Product B,Shipping,Urgent,664,10,Pending,1
S458,2023-09-19,Moderate,Safety,Process Failure,1,Product D,Shipping,Urgent,303,2,Pending,0
S458,2024-06-15,Moderate,Documentation,Equipment Malfunction,0,Product B,Manufacturing,Formal,145,23,Pending,0
S458,2023-02-24,Critical,Safety,Equipment Malfunction,0,Product D,Manufacturing,Formal,118,21,Pending,1
S458,2023-01-04,Moderate,Regulatory,Process Failure,0,Product D,Manufacturing,Formal,136,5,Unresolved,1
S458,2023-02-24,Minor,Quality,Human Error,0,Product B,Testing,Warning,521,18,Pending,0
S458,2024-05-10,Moderate,Quality,Process Failure,1,Product B,Shipping,Formal,866,28,Resolved,0
S458,2023-12-15,Minor,Regulatory,Process Failure,1,Product B,Shipping,Formal,637,11,Unresolved,1
S458,2024-12-31,Minor,Regulatory,Equipment Malfunction,1,Product A,Manufacturing,Urgent,807,11,Unresolved,0
S458,2023-04-15,Moderate,Safety,Human Error,0,Product A,Packaging,Warning,987,12,Resolved,0
S458,2023-08-19,Moderate,Quality,Process Failure,0,Product D,Packaging,Formal,864,1,Pending,0
S458,2024-08-27,Minor,Quality,Process Failure,1,Product A,Manufacturing,Formal,616,18,Pending,1
S458,2024-07-20,Moderate,Quality,Human Error,0,Product D,Testing,Formal,679,22,Unresolved,0
S458,2023-02-25,Critical,Quality,Equipment Malfunction,0,Product B,Packaging,Urgent,836,9,Resolved,1
S458,2023-07-01,Minor,Regulatory,Process Failure,1,Product D,Testing,Formal,598,25,Pending,1
S458,2023-12-31,Critical,Documentation,Process Failure,0,Product D,Manufacturing,Urgent,577,13,Pending,1
S458,2023-09-15,Minor,Safety,Equipment Malfunction,1,Product A,Packaging,Warning,222,6,Unresolved,0
S459,2023-01-17,Minor,Quality,Process Failure,1,Product C,Testing,Warning,638,18,Pending,0
S459,2023-10-20,Moderate,Quality,Process Failure,1,Product A,Packaging,Urgent,193,26,Unresolved,0
S459,2024-12-11,Minor,Regulatory,Equipment Malfunction,1,Product A,Packaging,Warning,703,5,Pending,1
S459,2024-12-26,Critical,Documentation,Human Error,0,Product B,Shipping,Formal,159,6,Resolved,1
S459,2023-03-11,Minor,Quality,Human Error,1,Product D,Packaging,Formal,773,3,Unresolved,0
S459,2024-11-02,Moderate,Regulatory,Equipment Malfunction,1,Product D,Shipping,Warning,863,16,Pending,0
S459,2023-03-19,Moderate,Regulatory,Process Failure,1,Product B,Testing,Warning,343,6,Resolved,0
S459,2023-12-21,Moderate,Regulatory,Human Error,0,Product D,Shipping,Formal,239,26,Resolved,1
S459,2023-03-22,Moderate,Documentation,Process Failure,0,Product A,Testing,Warning,454,15,Resolved,0
S459,2024-06-28,Critical,Safety,Human Error,1,Product D,Manufacturing,Warning,763,1,Unresolved,1
S459,2024-02-22,Critical,Safety,Process Failure,0,Product A,Manufacturing,Warning,830,21,Unresolved,1
S459,2023-08-13,Minor,Documentation,Human Error,1,Product A,Testing,Urgent,782,19,Unresolved,0
S459,2023-07-15,Minor,Quality,Process Failure,0,Product A,Manufacturing,Formal,420,14,Pending,0
S459,2024-12-12,Minor,Safety,Equipment Malfunction,1,Product A,Packaging,Urgent,560,22,Pending,1
S459,2024-10-20,Critical,Documentation,Human Error,1,Product B,Testing,Warning,696,22,Resolved,0
S459,2023-06-17,Critical,Quality,Human Error,0,Product B,Testing,Warning,314,6,Unresolved,1
S459,2023-06-20,Critical,Safety,Human Error,1,Product C,Manufacturing,Formal,670,20,Resolved,1
S459,2023-08-01,Critical,Regulatory,Process Failure,1,Product B,Testing,Warning,648,14,Pending,0
S459,2024-03-10,Minor,Documentation,Equipment Malfunction,1,Product A,Packaging,Warning,557,10,Resolved,0
S459,2024-02-22,Critical,Documentation,Human Error,0,Product C,Shipping,Formal,595,13,Resolved,0
S459,2024-03-06,Critical,Regulatory,Human Error,1,Product D,Testing,Urgent,707,13,Unresolved,1
S459,2023-11-07,Minor,Documentation,Equipment Malfunction,0,Product B,Manufacturing,Warning,991,21,Resolved,1
S459,2024-12-04,Minor,Safety,Equipment Malfunction,1,Product C,Packaging,Warning,995,16,Unresolved,0
S459,2023-05-10,Minor,Safety,Equipment Malfunction,0,Product D,Manufacturing,Warning,362,7,Resolved,1
S459,2024-09-04,Moderate,Documentation,Equipment Malfunction,1,Product D,Testing,Warning,613,21,Resolved,0
S459,2024-01-13,Critical,Documentation,Human Error,1,Product D,Packaging,Urgent,214,23,Unresolved,0
S459,2023-05-16,Critical,Quality,Process Failure,0,Product A,Packaging,Urgent,670,18,Resolved,1
S460,2024-10-10,Critical,Safety,Process Failure,1,Product A,Packaging,Formal,195,25,Pending,0
S460,2023-06-04,Critical,Quality,Human Error,1,Product C,Shipping,Urgent,668,2,Resolved,0
S460,2023-05-03,Critical,Documentation,Process Failure,0,Product B,Manufacturing,Urgent,336,11,Resolved,0
S460,2024-10-22,Critical,Regulatory,Equipment Malfunction,0,Product C,Packaging,Warning,286,12,Unresolved,1
S460,2024-10-28,Moderate,Safety,Human Error,1,Product B,Testing,Formal,423,3,Pending,0
S460,2024-12-27,Moderate,Documentation,Equipment Malfunction,1,Product A,Manufacturing,Urgent,714,27,Unresolved,0
S460,2023-05-16,Critical,Regulatory,Process Failure,0,Product C,Packaging,Formal,989,14,Resolved,0
S460,2023-03-31,Minor,Regulatory,Equipment Malfunction,0,Product A,Shipping,Warning,848,25,Unresolved,0
S460,2024-01-05,Moderate,Quality,Process Failure,1,Product C,Packaging,Urgent,398,19,Pending,0
S460,2023-07-19,Critical,Documentation,Equipment Malfunction,1,Product B,Testing,Warning,924,14,Pending,1
S460,2023-08-09,Critical,Quality,Equipment Malfunction,1,Product A,Packaging,Warning,627,14,Resolved,1
S460,2024-10-16,Moderate,Safety,Equipment Malfunction,1,Product C,Testing,Formal,177,26,Pending,1
S460,2023-11-14,Minor,Regulatory,Process Failure,0,Product D,Manufacturing,Formal,173,2,Unresolved,1
S460,2023-06-13,Moderate,Safety,Human Error,0,Product D,Packaging,Warning,364,24,Pending,1
S461,2023-01-30,Moderate,Safety,Human Error,0,Product C,Testing,Warning,303,11,Resolved,0
S461,2023-12-29,Moderate,Documentation,Human Error,1,Product C,Manufacturing,Urgent,661,14,Unresolved,1
S461,2024-02-20,Moderate,Safety,Process Failure,1,Product D,Packaging,Formal,639,29,Resolved,1
S461,2024-08-19,Minor,Regulatory,Human Error,0,Product A,Manufacturing,Formal,382,16,Resolved,0
S461,2024-04-05,Moderate,Documentation,Equipment Malfunction,0,Product C,Manufacturing,Urgent,535,4,Resolved,1
S461,2023-03-18,Critical,Quality,Human Error,0,Product A,Shipping,Urgent,882,11,Resolved,1
S461,2023-04-05,Moderate,Regulatory,Equipment Malfunction,0,Product A,Testing,Urgent,921,23,Resolved,0
S461,2023-09-10,Minor,Regulatory,Equipment Malfunction,1,Product B,Manufacturing,Warning,991,18,Unresolved,1
S461,2024-05-15,Minor,Regulatory,Equipment Malfunction,0,Product D,Shipping,Formal,329,28,Unresolved,0
S462,2024-01-11,Minor,Quality,Process Failure,0,Product C,Shipping,Formal,122,17,Resolved,0
S462,2023-09-15,Minor,Regulatory,Equipment Malfunction,0,Product B,Shipping,Urgent,935,23,Resolved,0
S462,2023-10-02,Critical,Safety,Process Failure,0,Product A,Shipping,Urgent,232,16,Pending,0
S462,2024-06-07,Critical,Regulatory,Human Error,0,Product D,Testing,Formal,174,25,Unresolved,0
S462,2023-08-28,Moderate,Regulatory,Equipment Malfunction,1,Product B,Packaging,Formal,248,2,Pending,1
S462,2023-08-19,Critical,Safety,Equipment Malfunction,1,Product D,Packaging,Urgent,392,7,Resolved,1
S462,2023-12-13,Moderate,Quality,Equipment Malfunction,1,Product C,Manufacturing,Formal,951,11,Unresolved,0
S462,2023-08-10,Moderate,Quality,Equipment Malfunction,0,Product B,Shipping,Warning,992,12,Resolved,0
S462,2024-01-07,Moderate,Documentation,Process Failure,0,Product A,Testing,Formal,335,5,Resolved,0
S462,2023-10-06,Moderate,Documentation,Equipment Malfunction,1,Product C,Shipping,Warning,787,25,Unresolved,0
S462,2023-12-01,Moderate,Safety,Process Failure,0,Product C,Packaging,Formal,936,17,Unresolved,1
S462,2023-03-01,Moderate,Documentation,Process Failure,0,Product B,Packaging,Formal,134,17,Resolved,0
S462,2023-05-25,Critical,Safety,Equipment Malfunction,0,Product B,Packaging,Warning,633,21,Resolved,0
S462,2023-01-30,Minor,Quality,Process Failure,0,Product C,Manufacturing,Formal,937,17,Resolved,0
S462,2024-09-12,Minor,Quality,Equipment Malfunction,0,Product A,Manufacturing,Warning,249,20,Resolved,1
S462,2024-03-29,Moderate,Regulatory,Equipment Malfunction,1,Product C,Manufacturing,Warning,346,13,Unresolved,1
S462,2024-11-27,Critical,Documentation,Process Failure,0,Product B,Manufacturing,Urgent,884,29,Resolved,1
S462,2024-06-25,Minor,Documentation,Human Error,0,Product A,Packaging,Warning,990,16,Pending,1
S462,2023-02-08,Moderate,Documentation,Process Failure,0,Product D,Manufacturing,Warning,945,5,Unresolved,1
S462,2024-12-14,Critical,Safety,Human Error,0,Product D,Manufacturing,Warning,379,21,Resolved,0
S462,2023-04-13,Critical,Documentation,Process Failure,1,Product B,Shipping,Formal,275,6,Pending,0
S462,2023-07-21,Minor,Regulatory,Human Error,0,Product D,Shipping,Warning,601,17,Pending,1
S462,2024-09-12,Moderate,Documentation,Human Error,0,Product B,Shipping,Urgent,726,29,Resolved,1
S462,2024-12-03,Minor,Safety,Process Failure,1,Product D,Shipping,Formal,855,23,Resolved,0
S462,2023-06-28,Moderate,Safety,Process Failure,1,Product B,Manufacturing,Formal,726,23,Pending,0
S462,2024-02-08,Minor,Documentation,Process Failure,0,Product D,Shipping,Warning,240,27,Resolved,1
S462,2024-09-10,Critical,Regulatory,Equipment Malfunction,1,Product C,Manufacturing,Warning,518,20,Unresolved,0
S462,2023-08-04,Moderate,Documentation,Equipment Malfunction,0,Product A,Shipping,Urgent,461,7,Unresolved,0
S462,2024-10-24,Critical,Regulatory,Equipment Malfunction,0,Product D,Packaging,Warning,450,10,Resolved,1
S462,2023-07-09,Moderate,Regulatory,Equipment Malfunction,1,Product B,Manufacturing,Formal,336,7,Resolved,0
S462,2023-03-13,Minor,Regulatory,Process Failure,0,Product B,Testing,Warning,539,29,Pending,1
S462,2024-10-20,Critical,Documentation,Equipment Malfunction,1,Product C,Testing,Urgent,541,24,Unresolved,0
S462,2024-08-16,Moderate,Quality,Human Error,1,Product B,Packaging,Warning,150,7,Resolved,1
S462,2023-01-23,Moderate,Regulatory,Human Error,1,Product C,Manufacturing,Warning,474,17,Unresolved,1
S462,2023-06-06,Minor,Regulatory,Equipment Malfunction,1,Product A,Testing,Warning,383,29,Pending,0
S462,2023-01-18,Critical,Documentation,Equipment Malfunction,0,Product B,Packaging,Warning,757,21,Pending,0
S462,2023-02-11,Critical,Regulatory,Equipment Malfunction,1,Product A,Testing,Urgent,204,3,Resolved,1
S462,2023-05-17,Critical,Quality,Process Failure,0,Product B,Testing,Warning,737,8,Unresolved,1
S462,2024-09-19,Moderate,Documentation,Process Failure,0,Product A,Packaging,Urgent,308,2,Resolved,1
S462,2023-09-10,Moderate,Quality,Equipment Malfunction,0,Product A,Testing,Formal,741,26,Pending,0
